DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   MPVPosition               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2018-05-20                04:44:00.693              138.86389691              3332.733526               139.86389691              1526791440.693            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8026735564E+000         1.8591956145E+000         2.5884991122E+003         2.8764059244E+003         2.4316631289E+000         2.9326601875E+000         
2018-05-20                04:44:01.302              138.86390397              3332.733695               139.86390397              1526791441.303            0                         963                       3.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8026735564E+000         1.8601313342E+000         2.5884991122E+003         2.6894355465E+003         2.4367611153E+000         2.9384112353E+000         
2018-05-20                04:44:04.585              138.86394197              3332.734607               139.86394197              1526791444.586            0                         963                       2.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8118620147E+000         1.8601313342E+000         2.5884991122E+003         2.6894355465E+003         2.4367611153E+000         2.9384112353E+000         
2018-05-20                04:44:23.542              138.86416137              3332.739873               139.86416137              1526791463.542            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8118620147E+000         1.8601313342E+000         2.3442228660E+003         2.6894355465E+003         2.4367611153E+000         2.9384112353E+000         
2018-05-20                04:44:26.161              138.86419169              3332.740601               139.86419169              1526791466.162            0                         963                       3.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8118620147E+000         1.8691239687E+000         2.3442228660E+003         2.4348590058E+003         2.3916694085E+000         2.8874926238E+000         
2018-05-20                04:44:29.982              138.86423590              3332.741662               139.86423590              1526791469.982            0                         963                       2.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8217092172E+000         1.8691239687E+000         2.3442228660E+003         2.4348590058E+003         2.3916694085E+000         2.8874926238E+000         
2018-05-20                04:44:50.451              138.86447282              3332.747348               139.86447282              1526791490.452            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8217092172E+000         1.8691239687E+000         2.1075649335E+003         2.4348590058E+003         2.3916694085E+000         2.8874926238E+000         
2018-05-20                04:44:51.026              138.86447948              3332.747507               139.86447948              1526791491.027            0                         963                       3.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8217092172E+000         1.8786118536E+000         2.1075649335E+003         2.1881002951E+003         2.3820930546E+000         2.8766640628E+000         
2018-05-20                04:44:54.513              138.86451984              3332.748476               139.86451984              1526791494.514            0                         963                       2.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8279190635E+000         1.8786118536E+000         2.1075649335E+003         2.1881002951E+003         2.3820930546E+000         2.8766640628E+000         
2018-05-20                04:45:14.075              138.86474624              3332.753910               139.86474624              1526791514.075            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8279190635E+000         1.8786118536E+000         1.9144363529E+003         2.1881002951E+003         2.3820930546E+000         2.8766640628E+000         
2018-05-20                04:45:16.696              138.86477657              3332.754638               139.86477657              1526791516.696            0                         963                       3.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8279190635E+000         1.8848212544E+000         1.9144363529E+003         1.9873422478E+003         2.3758720665E+000         2.8696268450E+000         
2018-05-20                04:45:18.272              138.86479481              3332.755076               139.86479481              1526791518.272            0                         963                       2.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8345404424E+000         1.8848212544E+000         1.9144363529E+003         1.9873422478E+003         2.3758720665E+000         2.8696268450E+000         
2018-05-20                04:45:19.257              138.86480623              3332.755349               139.86480623              1526791519.258            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8345404424E+000         1.8848212544E+000         1.8016861740E+003         1.9873422478E+003         2.3758720665E+000         2.8696268450E+000         
2018-05-20                04:45:21.846              138.86483619              3332.756069               139.86483619              1526791521.847            0                         963                       3.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8345404424E+000         1.8915429260E+000         1.8016861740E+003         1.8701709273E+003         2.3735236724E+000         2.8669697600E+000         
2018-05-20                04:45:23.483              138.86485514              3332.756523               139.86485514              1526791523.484            0                         963                       2.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8358181303E+000         1.8915429260E+000         1.8016861740E+003         1.8701709273E+003         2.3735236724E+000         2.8669697600E+000         
2018-05-20                04:45:24.454              138.86486638              3332.756793               139.86486638              1526791524.455            0                         963                       1.0000000000E+000         8.0000000000E+000         0.0000000000E+000         1.8358181303E+000         1.8915429260E+000         1.7667508157E+003         1.8701709273E+003         2.3735236724E+000         2.8669697600E+000         
2018-05-20                04:45:27.006              138.86489590              3332.757502               139.86489590              1526791527.006            0                         963                       3.0000000000E+000         1.5428571429E+001         0.0000000000E+000         1.8358181303E+000         1.8928015047E+000         1.7667508157E+003         1.8338382652E+003         2.3711131367E+000         2.8642420411E+000         
2018-05-20                04:45:30.586              138.86493735              3332.758496               139.86493735              1526791530.587            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.8386214239E+000         1.8928015047E+000         1.7667508157E+003         1.8338382652E+003         2.3711131367E+000         2.8642420411E+000         
2018-05-20                04:45:50.174              138.86516405              3332.763937               139.86516405              1526791550.174            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.8386214239E+000         1.8928015047E+000         1.0729264055E+003         1.8338382652E+003         2.3711131367E+000         2.8642420411E+000         
2018-05-20                04:45:52.772              138.86519412              3332.764659               139.86519412              1526791552.772            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.8386214239E+000         1.8816617082E+000         1.0729264055E+003         1.1036397523E+003         1.2486214897E+000         1.5562333294E+000         
2018-05-20                04:45:54.301              138.86521182              3332.765084               139.86521182              1526791554.301            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9063176718E+000         1.8816617082E+000         1.0729264055E+003         1.1036397523E+003         1.2486214897E+000         1.5562333294E+000         
2018-05-20                04:45:55.253              138.86522284              3332.765348               139.86522284              1526791555.253            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9063176718E+000         1.8816617082E+000         4.0557134806E+002         1.1036397523E+003         1.2486214897E+000         1.5562333294E+000         
2018-05-20                04:45:58.625              138.86526187              3332.766285               139.86526187              1526791558.626            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9063176718E+000         1.9370341174E+000         4.0557134806E+002         4.1356016518E+002         1.2479435958E+000         1.5554191944E+000         
2018-05-20                04:46:01.911              138.86529991              3332.767198               139.86529991              1526791561.912            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9064766484E+000         1.9370341174E+000         4.0557134806E+002         4.1356016518E+002         1.2479435958E+000         1.5554191944E+000         
2018-05-20                04:46:20.818              138.86551873              3332.772449               139.86551873              1526791580.818            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9064766484E+000         1.9370341174E+000         4.0488972402E+002         4.1356016518E+002         1.2479435958E+000         1.5554191944E+000         
2018-05-20                04:46:23.280              138.86554723              3332.773134               139.86554723              1526791583.281            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9064766484E+000         1.9371741397E+000         4.0488972402E+002         4.1285952532E+002         1.2468984811E+000         1.5541639749E+000         
2018-05-20                04:46:24.953              138.86556659              3332.773598               139.86556659              1526791584.953            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071297497E+000         1.9371741397E+000         4.0488972402E+002         4.1285952532E+002         1.2468984811E+000         1.5541639749E+000         
2018-05-20                04:46:25.900              138.86557755              3332.773861               139.86557755              1526791585.900            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071297497E+000         1.9371741397E+000         4.0480060673E+002         4.1285952532E+002         1.2468984811E+000         1.5541639749E+000         
2018-05-20                04:46:28.447              138.86560703              3332.774569               139.86560703              1526791588.447            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071297497E+000         1.9377935019E+000         4.0480060673E+002         4.1275716371E+002         1.2444007616E+000         1.5511638272E+000         
2018-05-20                04:46:30.056              138.86562566              3332.775016               139.86562566              1526791590.057            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071815452E+000         1.9377935019E+000         4.0480060673E+002         4.1275716371E+002         1.2444007616E+000         1.5511638272E+000         
2018-05-20                04:46:31.002              138.86563660              3332.775278               139.86563660              1526791591.002            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071815452E+000         1.9377935019E+000         4.0487980361E+002         4.1275716371E+002         1.2444007616E+000         1.5511638272E+000         
2018-05-20                04:46:34.346              138.86567531              3332.776207               139.86567531              1526791594.347            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9071815452E+000         1.9378153273E+000         4.0487980361E+002         4.1282991845E+002         1.2444324105E+000         1.5512018450E+000         
2018-05-20                04:46:37.594              138.86571289              3332.777109               139.86571289              1526791597.594            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9075367449E+000         1.9378153273E+000         4.0487980361E+002         4.1282991845E+002         1.2444324105E+000         1.5512018450E+000         
2018-05-20                04:46:56.499              138.86593170              3332.782361               139.86593170              1526791616.499            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9075367449E+000         1.9378153273E+000         4.0491491158E+002         4.1282991845E+002         1.2444324105E+000         1.5512018450E+000         
2018-05-20                04:46:59.051              138.86596124              3332.783070               139.86596124              1526791619.051            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9075367449E+000         1.9380980123E+000         4.0491491158E+002         4.1284540595E+002         1.2381401023E+000         1.5436419530E+000         
2018-05-20                04:47:00.634              138.86597957              3332.783510               139.86597957              1526791620.635            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9079057206E+000         1.9380980123E+000         4.0491491158E+002         4.1284540595E+002         1.2381401023E+000         1.5436419530E+000         
2018-05-20                04:47:01.589              138.86599062              3332.783775               139.86599062              1526791621.590            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9079057206E+000         1.9380980123E+000         4.0491369266E+002         4.1284540595E+002         1.2381401023E+000         1.5436419530E+000         
2018-05-20                04:47:04.823              138.86602806              3332.784673               139.86602806              1526791624.824            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9079057206E+000         1.9384052316E+000         4.0491369266E+002         4.1282659666E+002         1.2390159681E+000         1.5446944221E+000         
2018-05-20                04:47:06.812              138.86605108              3332.785226               139.86605108              1526791626.813            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9083755617E+000         1.9384052316E+000         4.0491369266E+002         4.1282659666E+002         1.2390159681E+000         1.5446944221E+000         
2018-05-20                04:47:19.282              138.86619541              3332.788690               139.86619541              1526791639.283            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9083755617E+000         1.9384052316E+000         4.0497908619E+002         4.1282659666E+002         1.2390159681E+000         1.5446944221E+000         
2018-05-20                04:47:21.871              138.86622536              3332.789409               139.86622536              1526791641.871            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9083755617E+000         1.9388925742E+000         4.0497908619E+002         4.1289586146E+002         1.2389395315E+000         1.5446025755E+000         
2018-05-20                04:47:23.411              138.86624318              3332.789836               139.86624318              1526791643.411            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9088075550E+000         1.9388925742E+000         4.0497908619E+002         4.1289586146E+002         1.2389395315E+000         1.5446025755E+000         
