DATE                      TIME                      FRAC_DAYS_SINCE_JAN1      FRAC_HRS_SINCE_JAN1       JULIAN_DAYS               EPOCH_TIME                ALARM_STATUS              INST_STATUS               species                   MPVPosition               solenoid_valves           CH4                       CH4_dry                   CO2                       CO2_dry                   H2O                       h2o_reported              
2018-05-19                01:36:36.286              137.73375331              3305.610079               138.73375331              1526693796.286            0                         963                       2.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9427024290E+000         1.9813994213E+000         1.6694136947E+003         1.7237880698E+003         2.3811148406E+000         2.8755576461E+000         
2018-05-19                01:36:55.983              137.73398130              3305.615551               138.73398130              1526693815.984            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9427024290E+000         1.9813994213E+000         2.1255549584E+003         1.7237880698E+003         2.3811148406E+000         2.8755576461E+000         
2018-05-19                01:36:58.516              137.73401061              3305.616255               138.73401061              1526693818.517            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9427024290E+000         2.0034006041E+000         2.1255549584E+003         2.2067995036E+003         2.3938878778E+000         2.8900004436E+000         
2018-05-19                01:37:02.407              137.73405565              3305.617336               138.73405565              1526693822.408            0                         963                       2.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9380496482E+000         2.0034006041E+000         2.1255549584E+003         2.2067995036E+003         2.3938878778E+000         2.8900004436E+000         
2018-05-19                01:37:22.819              137.73429189              3305.623005               138.73429189              1526693842.819            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9380496482E+000         2.0034006041E+000         1.9220435946E+003         2.2067995036E+003         2.3938878778E+000         2.8900004436E+000         
2018-05-19                01:37:25.230              137.73431979              3305.623675               138.73431979              1526693845.230            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9380496482E+000         1.9988589576E+000         1.9220435946E+003         1.9958211414E+003         2.4007662188E+000         2.8977741519E+000         
2018-05-19                01:37:27.017              137.73434049              3305.624172               138.73434049              1526693847.018            0                         963                       2.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9988589576E+000         1.9220435946E+003         1.9958211414E+003         2.4007662188E+000         2.8977741519E+000         
2018-05-19                01:37:28.025              137.73435214              3305.624451               138.73435214              1526693848.025            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9988589576E+000         1.8140081677E+003         1.9958211414E+003         2.4007662188E+000         2.8977741519E+000         
2018-05-19                01:37:31.505              137.73439242              3305.625418               138.73439242              1526693851.505            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9933430414E+000         1.8140081677E+003         1.8838297762E+003         2.4066419183E+000         2.9044125951E+000         
2018-05-19                01:37:58.628              137.73470635              3305.632952               138.73470635              1526693878.629            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9933430414E+000         1.7184312694E+003         1.8838297762E+003         2.4066419183E+000         2.9044125951E+000         
2018-05-19                01:38:01.240              137.73473657              3305.633678               138.73473657              1526693881.240            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9933256105E+000         1.7184312694E+003         1.7845551043E+003         2.4053027971E+000         2.9028998090E+000         
2018-05-19                01:38:26.404              137.73502782              3305.640668               138.73502782              1526693906.404            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9934021074E+000         1.5594473923E+003         1.7846384700E+003         2.4053027971E+000         2.9028998090E+000         
2018-05-19                01:38:28.984              137.73505770              3305.641385               138.73505770              1526693908.985            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9325405615E+000         1.9933905097E+000         1.5594473923E+003         1.6195178403E+003         2.4044120110E+000         2.9018934448E+000         
2018-05-19                01:38:30.634              137.73507679              3305.641843               138.73507679              1526693910.635            0                         963                       2.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9238588396E+000         1.9933730765E+000         1.5594473923E+003         1.6195005994E+003         2.4044120110E+000         2.9018934448E+000         
2018-05-19                01:38:31.621              137.73508821              3305.642117               138.73508821              1526693911.621            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9238588396E+000         1.9933730765E+000         1.4701875854E+003         1.6195005994E+003         2.4044120110E+000         2.9018934448E+000         
2018-05-19                01:38:34.786              137.73512485              3305.642996               138.73512485              1526693914.787            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9238588396E+000         1.9844327634E+000         1.4701875854E+003         1.5268172211E+003         2.4064364531E+000         2.9041804905E+000         
2018-05-19                01:38:38.223              137.73516463              3305.643951               138.73516463              1526693918.224            0                         963                       2.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9234228968E+000         1.9844327634E+000         1.4701875854E+003         1.5268172211E+003         2.4064364531E+000         2.9041804905E+000         
2018-05-19                01:38:57.117              137.73538330              3305.649199               138.73538330              1526693937.117            0                         963                       1.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9234228968E+000         1.9844327634E+000         1.4025617420E+003         1.5268172211E+003         2.4064364531E+000         2.9041804905E+000         
2018-05-19                01:38:57.654              137.73538951              3305.649348               138.73538951              1526693937.654            0                         963                       3.0000000000E+000         1.5000000000E+001         0.0000000000E+000         1.9234228968E+000         1.9839566482E+000         1.4025617420E+003         1.4565628868E+003         2.4023711340E+000         2.8995875991E+000         
2018-05-19                01:39:01.102              137.73542943              3305.650306               138.73542943              1526693941.103            0                         963                       2.0000000000E+000         1.5157407407E+001         0.0000000000E+000         1.9220471957E+000         1.9839566482E+000         1.4025617420E+003         1.4565628868E+003         2.4023711340E+000         2.8995875991E+000         
2018-05-19                01:39:20.701              137.73565627              3305.655751               138.73565627              1526693960.702            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9220471957E+000         1.9839566482E+000         8.9708344096E+002         1.4565628868E+003         2.4023711340E+000         2.8995875991E+000         
2018-05-19                01:39:23.243              137.73568569              3305.656457               138.73568569              1526693963.244            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9220471957E+000         1.9679772032E+000         8.9708344096E+002         9.2329843863E+002         1.2903827629E+000         1.6063279532E+000         
2018-05-19                01:39:24.841              137.73570418              3305.656900               138.73570418              1526693964.841            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9252098933E+000         1.9679772032E+000         8.9708344096E+002         9.2329843863E+002         1.2903827629E+000         1.6063279532E+000         
2018-05-19                01:39:25.815              137.73571545              3305.657171               138.73571545              1526693965.815            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9252098933E+000         1.9679772032E+000         4.3993607153E+002         9.2329843863E+002         1.2903827629E+000         1.6063279532E+000         
2018-05-19                01:39:29.130              137.73575382              3305.658092               138.73575382              1526693969.130            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9252098933E+000         1.9572399278E+000         4.3993607153E+002         4.4888388718E+002         1.2861732596E+000         1.6012837682E+000         
2018-05-19                01:39:30.703              137.73577203              3305.658529               138.73577203              1526693970.703            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254772074E+000         1.9572399278E+000         4.3993607153E+002         4.4888388718E+002         1.2861732596E+000         1.6012837682E+000         
2018-05-19                01:39:31.634              137.73578281              3305.658787               138.73578281              1526693971.635            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254772074E+000         1.9572399278E+000         4.3951002639E+002         4.4888388718E+002         1.2861732596E+000         1.6012837682E+000         
2018-05-19                01:39:34.779              137.73581920              3305.659661               138.73581920              1526693974.779            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254772074E+000         1.9574635522E+000         4.3951002639E+002         4.4843573569E+002         1.2865692920E+000         1.6017583786E+000         
2018-05-19                01:39:36.349              137.73583738              3305.660097               138.73583738              1526693976.350            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254282050E+000         1.9574635522E+000         4.3951002639E+002         4.4843573569E+002         1.2865692920E+000         1.6017583786E+000         
2018-05-19                01:39:37.292              137.73584830              3305.660359               138.73584830              1526693977.293            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254282050E+000         1.9574635522E+000         4.3943012341E+002         4.4843573569E+002         1.2865692920E+000         1.6017583786E+000         
2018-05-19                01:39:40.279              137.73588286              3305.661189               138.73588286              1526693980.279            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9254282050E+000         1.9573801922E+000         4.3943012341E+002         4.4834484531E+002         1.2835160304E+000         1.5980990380E+000         
2018-05-19                01:39:41.921              137.73590186              3305.661645               138.73590186              1526693981.921            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9255856128E+000         1.9573801922E+000         4.3943012341E+002         4.4834484531E+002         1.2835160304E+000         1.5980990380E+000         
2018-05-19                01:39:42.859              137.73591273              3305.661906               138.73591273              1526693982.860            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9255856128E+000         1.9573801922E+000         4.3944520084E+002         4.4834484531E+002         1.2835160304E+000         1.5980990380E+000         
2018-05-19                01:39:46.072              137.73594991              3305.662798               138.73594991              1526693986.072            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9255856128E+000         1.9574876200E+000         4.3944520084E+002         4.4834554666E+002         1.2824029493E+000         1.5967648523E+000         
2018-05-19                01:39:47.744              137.73596927              3305.663262               138.73596927              1526693987.745            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9264095295E+000         1.9574876200E+000         4.3944520084E+002         4.4834554666E+002         1.2824029493E+000         1.5967648523E+000         
2018-05-19                01:39:48.698              137.73598031              3305.663527               138.73598031              1526693988.699            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9264095295E+000         1.9574876200E+000         4.3951134024E+002         4.4834554666E+002         1.2824029493E+000         1.5967648523E+000         
2018-05-19                01:39:51.849              137.73601678              3305.664403               138.73601678              1526693991.850            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9264095295E+000         1.9582762629E+000         4.3951134024E+002         4.4839937150E+002         1.2796419391E+000         1.5934550306E+000         
2018-05-19                01:39:53.523              137.73603615              3305.664868               138.73603615              1526693993.523            0                         963                       2.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9262453839E+000         1.9582762629E+000         4.3951134024E+002         4.4839937150E+002         1.2796419391E+000         1.5934550306E+000         
2018-05-19                01:39:54.487              137.73604731              3305.665136               138.73604731              1526693994.488            0                         963                       1.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9262453839E+000         1.9582762629E+000         4.3951430914E+002         4.4839937150E+002         1.2796419391E+000         1.5934550306E+000         
2018-05-19                01:39:57.717              137.73608470              3305.666033               138.73608470              1526693997.718            0                         963                       3.0000000000E+000         1.6000000000E+001         0.0000000000E+000         1.9262453839E+000         1.9580756482E+000         4.3951430914E+002         4.4839297929E+002         1.2797296198E+000         1.5935601476E+000         
